country,country_code,year,gdppc
Hungary,HUN,1983,10401.0
Italy,ITA,1983,21345.0
Japan,JPN,1983,22805.0
Netherlands,NLD,1983,23086.0
Poland,POL,1983,8764.0
Russian Federation,RUS,1983,12420.0
Sweden,SWE,1983,24412.0
United States,USA,1983,30158.0
Australia,AUS,1984,24009.0
Austria,AUT,1984,23016.0
Belgium,BEL,1984,23644.0
Cada,CAN,1984,26836.0
Switzerland,CHE,1984,28315.0
Czechoslovakia,CSK,1984,13260.0
Czech Republic,CZE,1984,12573.0
Denmark,DNK,1984,26581.0
United Kingdom,GBR,1984,21869.0
Hungary,HUN,1984,10696.0
Italy,ITA,1984,21868.0
Japan,JPN,1984,23548.0
Netherlands,NLD,1984,23750.0
Poland,POL,1984,9006.0
Russian Federation,RUS,1984,12379.0
Sweden,SWE,1984,25357.0
United States,USA,1984,32076.0
Australia,AUS,1985,24927.0
Austria,AUT,1985,23514.0
Belgium,BEL,1985,23873.0
Cada,CAN,1985,28025.0
Switzerland,CHE,1985,29417.0
Czechoslovakia,CSK,1985,13337.0
Czech Republic,CZE,1985,12855.0
Denmark,DNK,1985,27710.0
United Kingdom,GBR,1985,22579.0
Hungary,HUN,1985,10452.0
Italy,ITA,1985,22469.0
Japan,JPN,1985,24437.0
Netherlands,NLD,1985,24361.0
Poland,POL,1985,9022.0
Russian Federation,RUS,1985,12475.0
Sweden,SWE,1985,25805.0
United States,USA,1985,33023.0
Australia,AUS,1986,25116.0
Austria,AUT,1986,24039.0
Belgium,BEL,1986,24221.0
Cada,CAN,1986,28472.0
Switzerland,CHE,1986,30848.0
Czechoslovakia,CSK,1986,13560.0
Czech Republic,CZE,1986,13211.0
Denmark,DNK,1986,28681.0
United Kingdom,GBR,1986,23498.0
Hungary,HUN,1986,10678.0
Italy,ITA,1986,23106.0
Japan,JPN,1986,24992.0
Netherlands,NLD,1986,24893.0
Poland,POL,1986,9240.0
Russian Federation,RUS,1986,12694.0
Sweden,SWE,1986,26309.0
United States,USA,1986,33850.0
Australia,AUS,1987,25971.0
Austria,AUT,1987,24409.0
Belgium,BEL,1987,24772.0
Cada,CAN,1987,29246.0
Switzerland,CHE,1987,31774.0
Czechoslovakia,CSK,1987,13603.0
Czech Republic,CZE,1987,13514.0
Denmark,DNK,1987,28728.0
United Kingdom,GBR,1987,24536.0
Hungary,HUN,1987,10861.0
Italy,ITA,1987,23824.0
Japan,JPN,1987,25904.0
Netherlands,NLD,1987,25085.0
Poland,POL,1987,9059.0
Russian Federation,RUS,1987,12597.0
Sweden,SWE,1987,27016.0
United States,USA,1987,34730.0
Australia,AUS,1988,26702.0
Austria,AUT,1988,25112.0
Belgium,BEL,1988,25905.0
Cada,CAN,1988,30275.0
Switzerland,CHE,1988,32483.0
Czechoslovakia,CSK,1988,13882.0
Czech Republic,CZE,1988,13791.0
Denmark,DNK,1988,29049.0
United Kingdom,GBR,1988,25679.0
Hungary,HUN,1988,11207.0
Italy,ITA,1988,24743.0
Japan,JPN,1988,27393.0
Netherlands,NLD,1988,25574.0
Poland,POL,1988,9228.0
Russian Federation,RUS,1988,12720.0
Sweden,SWE,1988,27468.0
United States,USA,1988,35863.0
Australia,AUS,1989,27407.0
Austria,AUT,1989,26078.0
Belgium,BEL,1989,26690.0
Cada,CAN,1989,30458.0
Switzerland,CHE,1989,33316.0
Czechoslovakia,CSK,1989,13976.0
Czech Republic,CZE,1989,14027.0
Denmark,DNK,1989,29108.0
United Kingdom,GBR,1989,26164.0
Hungary,HUN,1989,11003.0
Italy,ITA,1989,25454.0
Japan,JPN,1989,28601.0
Netherlands,NLD,1989,26612.0
Poland,POL,1989,9060.0
Russian Federation,RUS,1989,12766.0
Sweden,SWE,1989,27933.0
United States,USA,1989,36756.0
Australia,AUS,1990,27373.0
Austria,AUT,1990,26930.0
Belgium,BEL,1990,27412.0
Cada,CAN,1990,30082.0
Switzerland,CHE,1990,34250.0
Czechoslovakia,CSK,1990,13570.0
Czech Republic,CZE,1990,14178.0
Denmark,DNK,1990,29412.0
United Kingdom,GBR,1990,26189.0
Hungary,HUN,1990,10296.0
Italy,ITA,1990,26003.0
Japan,JPN,1990,29949.0
Netherlands,NLD,1990,27515.0
Poland,POL,1990,8150.0
Russian Federation,RUS,1990,12400.0
Sweden,SWE,1990,28068.0
United States,USA,1990,36982.0
Australia,AUS,1991,26861.0
Austria,AUT,1991,27690.0
Belgium,BEL,1991,27848.0
Cada,CAN,1991,29152.0
Switzerland,CHE,1991,34129.0
Czechoslovakia,CSK,1991,11950.0
Czech Republic,CZE,1991,12725.0
Denmark,DNK,1991,29915.0
United Kingdom,GBR,1991,25792.0
Hungary,HUN,1991,9256.0
Italy,ITA,1991,26570.0
Japan,JPN,1991,30837.0
Netherlands,NLD,1991,28127.0
Poland,POL,1991,7626.0
Russian Federation,RUS,1991,12012.0
Sweden,SWE,1991,27614.0
United States,USA,1991,36464.0
Australia,AUS,1992,27560.0
Austria,AUT,1992,28072.0
Belgium,BEL,1992,28200.0
Cada,CAN,1992,29141.0
Switzerland,CHE,1992,34357.0
Czechoslovakia,CSK,1992,11743.0
Czech Republic,CZE,1992,12810.0
Denmark,DNK,1992,30574.0
United Kingdom,GBR,1992,25790.0
Hungary,HUN,1992,9154.0
Italy,ITA,1992,26961.0
Japan,JPN,1992,30978.0
Netherlands,NLD,1992,28556.0
Poland,POL,1992,7874.0
Russian Federation,RUS,1992,10488.0
Sweden,SWE,1992,27199.0
United States,USA,1992,37240.0
Australia,AUS,1993,28622.0
Austria,AUT,1993,28101.0
Belgium,BEL,1993,27857.0
Cada,CAN,1993,29658.0
Switzerland,CHE,1993,34626.0
Czechoslovakia,CSK,1993,11880.0
Czech Republic,CZE,1993,12974.0
Denmark,DNK,1993,30650.0
United Kingdom,GBR,1993,26349.0
Hungary,HUN,1993,9294.0
Italy,ITA,1993,26902.0
Japan,JPN,1993,30921.0
Netherlands,NLD,1993,28880.0
Poland,POL,1993,8230.0
Russian Federation,RUS,1993,9789.0
Sweden,SWE,1993,26559.0
United States,USA,1993,37762.0
Australia,AUS,1994,29844.0
Austria,AUT,1994,28781.0
Belgium,BEL,1994,28707.0
Cada,CAN,1994,30746.0
Switzerland,CHE,1994,35424.0
Czechoslovakia,CSK,1994,12358.0
Czech Republic,CZE,1994,13518.0
Denmark,DNK,1994,32359.0
United Kingdom,GBR,1994,27278.0
Hungary,HUN,1994,9772.0
Italy,ITA,1994,27668.0
Japan,JPN,1994,31135.0
Netherlands,NLD,1994,29728.0
Poland,POL,1994,8722.0
Russian Federation,RUS,1994,8744.0
Sweden,SWE,1994,27506.0
United States,USA,1994,38807.0
Australia,AUS,1995,30690.0
Austria,AUT,1995,29622.0
Belgium,BEL,1995,29370.0
Cada,CAN,1995,31331.0
Switzerland,CHE,1995,36004.0
Czechoslovakia,CSK,1995,13181.0
Czech Republic,CZE,1995,14550.0
Denmark,DNK,1995,33356.0
United Kingdom,GBR,1995,27861.0
Hungary,HUN,1995,10135.0
Italy,ITA,1995,28666.0
Japan,JPN,1995,31887.0
Netherlands,NLD,1995,30680.0
Poland,POL,1995,9408.0
Russian Federation,RUS,1995,8586.0
Sweden,SWE,1995,28519.0
United States,USA,1995,39391.0
Australia,AUS,1996,31740.0
Austria,AUT,1996,30413.0
Belgium,BEL,1996,29820.0
Cada,CAN,1996,31594.0
Switzerland,CHE,1996,36720.0
Czechoslovakia,CSK,1996,13982.0
Czech Republic,CZE,1996,15386.0
Denmark,DNK,1996,34325.0
United Kingdom,GBR,1996,28472.0
Hungary,HUN,1996,10359.0
Italy,ITA,1996,29231.0
Japan,JPN,1996,32784.0
Netherlands,NLD,1996,31812.0
Poland,POL,1996,10066.0
Russian Federation,RUS,1996,8479.0
Sweden,SWE,1996,29012.0
United States,USA,1996,40413.0
Australia,AUS,1997,32858.0
Austria,AUT,1997,31173.0
Belgium,BEL,1997,30894.0
Cada,CAN,1997,32710.0
Switzerland,CHE,1997,38165.0
Czechoslovakia,CSK,1997,14199.0
Czech Republic,CZE,1997,15494.0
Denmark,DNK,1997,35499.0
United Kingdom,GBR,1997,29260.0
Hungary,HUN,1997,10942.0
Italy,ITA,1997,29961.0
Japan,JPN,1997,33038.0
Netherlands,NLD,1997,33200.0
Poland,POL,1997,10811.0
Russian Federation,RUS,1997,8813.0
Sweden,SWE,1997,29863.0
United States,USA,1997,41723.0
Australia,AUS,1998,34337.0
Austria,AUT,1998,32376.0
Belgium,BEL,1998,31481.0
Cada,CAN,1998,33786.0
Switzerland,CHE,1998,39891.0
Czechoslovakia,CSK,1998,14486.0
Czech Republic,CZE,1998,15657.0
Denmark,DNK,1998,36361.0
United Kingdom,GBR,1998,30077.0
Hungary,HUN,1998,11663.0
Italy,ITA,1998,30650.0
Japan,JPN,1998,32558.0
Netherlands,NLD,1998,34689.0
Poland,POL,1998,11413.0
Russian Federation,RUS,1998,8557.0
Sweden,SWE,1998,31187.0
United States,USA,1998,43073.0
Australia,AUS,1999,35551.0
Austria,AUT,1999,33608.0
Belgium,BEL,1999,32572.0
Cada,CAN,1999,35346.0
Switzerland,CHE,1999,41092.0
Czechoslovakia,CSK,1999,14769.0
Czech Republic,CZE,1999,16103.0
Denmark,DNK,1999,37523.0
United Kingdom,GBR,1999,30933.0
Hungary,HUN,1999,12317.0
Italy,ITA,1999,31340.0
Japan,JPN,1999,32395.0
Netherlands,NLD,1999,36409.0
Poland,POL,1999,12058.0
Russian Federation,RUS,1999,9340.0
Sweden,SWE,1999,32705.0
United States,USA,1999,44576.0
Australia,AUS,2000,36603.0
Austria,AUT,2000,34796.0
Belgium,BEL,2000,33720.0
Cada,CAN,2000,36943.0
Switzerland,CHE,2000,43251.0
Czechoslovakia,CSK,2000,15378.0
Czech Republic,CZE,2000,17056.0
Denmark,DNK,2000,39021.0
United Kingdom,GBR,2000,31946.0
Hungary,HUN,2000,13129.0
Italy,ITA,2000,32717.0
Japan,JPN,2000,33211.0
Netherlands,NLD,2000,37900.0
Poland,POL,2000,12732.0
Russian Federation,RUS,2000,10553.0
Sweden,SWE,2000,34203.0
United States,USA,2000,45886.0
Australia,AUS,2001,37276.0
Austria,AUT,2001,35272.0
Belgium,BEL,2001,33923.0
Cada,CAN,2001,37307.0
Switzerland,CHE,2001,44399.0
Czechoslovakia,CSK,2001,16000.0
Czech Republic,CZE,2001,17869.0
Denmark,DNK,2001,39426.0
United Kingdom,GBR,2001,32660.0
Hungary,HUN,2001,13934.0
Italy,ITA,2001,33511.0
Japan,JPN,2001,33246.0
Netherlands,NLD,2001,38636.0
Poland,POL,2001,13018.0
Russian Federation,RUS,2001,11391.0
Sweden,SWE,2001,34667.0
United States,USA,2001,45878.0
Australia,AUS,2002,38567.0
Austria,AUT,2002,35824.0
Belgium,BEL,2002,34420.0
Cada,CAN,2002,38124.0
Switzerland,CHE,2002,44934.0
Czechoslovakia,CSK,2002,16595.0
Czech Republic,CZE,2002,18431.0
Denmark,DNK,2002,39709.0
United Kingdom,GBR,2002,33271.0
Hungary,HUN,2002,14899.0
Italy,ITA,2002,33780.0
Japan,JPN,2002,33195.0
Netherlands,NLD,2002,38653.0
Poland,POL,2002,13416.0
Russian Federation,RUS,2002,12259.0
Sweden,SWE,2002,35570.0
United States,USA,2002,46266.0
Australia,AUS,2003,39524.0
Austria,AUT,2003,36063.0
Belgium,BEL,2003,34588.0
Cada,CAN,2003,38560.0
Switzerland,CHE,2003,45442.0
Czechoslovakia,CSK,2003,17407.0
Czech Republic,CZE,2003,19344.0
Denmark,DNK,2003,39983.0
United Kingdom,GBR,2003,34232.0
Hungary,HUN,2003,15830.0
Italy,ITA,2003,33918.0
Japan,JPN,2003,33620.0
Netherlands,NLD,2003,38804.0
Poland,POL,2003,14036.0
Russian Federation,RUS,2003,13521.0
Sweden,SWE,2003,36436.0
United States,USA,2003,47158.0
Australia,AUS,2004,40888.0
Austria,AUT,2004,36957.0
Belgium,BEL,2004,35740.0
Cada,CAN,2004,39492.0
Switzerland,CHE,2004,47264.0
Czechoslovakia,CSK,2004,18389.0
Czech Republic,CZE,2004,20555.0
Denmark,DNK,2004,41179.0
United Kingdom,GBR,2004,34866.0
Hungary,HUN,2004,16999.0
Italy,ITA,2004,34472.0
Japan,JPN,2004,34314.0
Netherlands,NLD,2004,39682.0
Poland,POL,2004,14906.0
Russian Federation,RUS,2004,14881.0
Sweden,SWE,2004,38016.0
United States,USA,2004,48493.0
Australia,AUS,2005,41904.0
Austria,AUT,2005,37643.0
Belgium,BEL,2005,36338.0
Cada,CAN,2005,40485.0
Switzerland,CHE,2005,49274.0
Czechoslovakia,CSK,2005,19774.0
Czech Republic,CZE,2005,22129.0
Denmark,DNK,2005,42265.0
United Kingdom,GBR,2005,35624.0
Hungary,HUN,2005,18141.0
Italy,ITA,2005,34872.0
Japan,JPN,2005,34858.0
Netherlands,NLD,2005,40679.0
Poland,POL,2005,15581.0
Russian Federation,RUS,2005,16243.0
Sweden,SWE,2005,39259.0
United States,USA,2005,49655.0
Australia,AUS,2006,42651.0
Austria,AUT,2006,38867.0
Belgium,BEL,2006,37052.0
Cada,CAN,2006,41247.0
Switzerland,CHE,2006,51863.0
Czechoslovakia,CSK,2006,21409.0
Czech Republic,CZE,2006,23888.0
Denmark,DNK,2006,44025.0
United Kingdom,GBR,2006,36214.0
Hungary,HUN,2006,19253.0
Italy,ITA,2006,35714.0
Japan,JPN,2006,35333.0
Netherlands,NLD,2006,42287.0
Poland,POL,2006,16711.0
Russian Federation,RUS,2006,18008.0
Sweden,SWE,2006,40992.0
United States,USA,2006,50490.0
Australia,AUS,2007,44034.0
Austria,AUT,2007,40305.0
Belgium,BEL,2007,38083.0
Cada,CAN,2007,41807.0
Switzerland,CHE,2007,54510.0
Czechoslovakia,CSK,2007,23146.0
Czech Republic,CZE,2007,25383.0
Denmark,DNK,2007,44481.0
United Kingdom,GBR,2007,36817.0
Hungary,HUN,2007,19764.0
Italy,ITA,2007,36311.0
Japan,JPN,2007,35893.0
Netherlands,NLD,2007,44009.0
Poland,POL,2007,18067.0
Russian Federation,RUS,2007,20018.0
Sweden,SWE,2007,42400.0
United States,USA,2007,50902.0
Australia,AUS,2008,44422.0
Austria,AUT,2008,40965.0
Belgium,BEL,2008,38117.0
Cada,CAN,2008,41896.0
Switzerland,CHE,2008,56055.0
Czechoslovakia,CSK,2008,24257.0
Czech Republic,CZE,2008,26186.0
Denmark,DNK,2008,44246.0
United Kingdom,GBR,2008,36265.0
Hungary,HUN,2008,20381.0
Italy,ITA,2008,35943.0
Japan,JPN,2008,35496.0
Netherlands,NLD,2008,44841.0
Poland,POL,2008,19012.0
Russian Federation,RUS,2008,21563.0
Sweden,SWE,2008,42190.0
United States,USA,2008,50276.0
Australia,AUS,2009,44687.0
Austria,AUT,2009,39464.0
Belgium,BEL,2009,36999.0
Cada,CAN,2009,40313.0
Switzerland,CHE,2009,55172.0
Czechoslovakia,CSK,2009,23659.0
Czech Republic,CZE,2009,25094.0
Denmark,DNK,2009,42090.0
United Kingdom,GBR,2009,34402.0
Hungary,HUN,2009,19461.0
Italy,ITA,2009,34055.0
Japan,JPN,2009,33590.0
Netherlands,NLD,2009,43179.0
Poland,POL,2009,19718.0
Russian Federation,RUS,2009,20336.0
Sweden,SWE,2009,40116.0
United States,USA,2009,48453.0
Australia,AUS,2010,45400.0
Austria,AUT,2010,40288.0
Belgium,BEL,2010,37739.0
Cada,CAN,2010,41209.0
Switzerland,CHE,2010,57219.0
Czechoslovakia,CSK,2010,24573.0
Czech Republic,CZE,2010,25922.0
Denmark,DNK,2010,42932.0
United Kingdom,GBR,2010,34754.0
Hungary,HUN,2010,20036.0
Italy,ITA,2010,34766.0
Japan,JPN,2010,35011.0
Netherlands,NLD,2010,43812.0
Poland,POL,2010,20609.0
Russian Federation,RUS,2010,21737.0
Sweden,SWE,2010,42635.0
United States,USA,2010,49267.0
Australia,AUS,2011,46132.0
Austria,AUT,2011,41446.0
Belgium,BEL,2011,38130.0
Cada,CAN,2011,42197.0
Switzerland,CHE,2011,58686.0
Czechoslovakia,CSK,2011,25289.0
Czech Republic,CZE,2011,26725.0
Denmark,DNK,2011,43575.0
United Kingdom,GBR,2011,34971.0
Hungary,HUN,2011,20886.0
Italy,ITA,2011,35151.0
Japan,JPN,2011,34979.0
Netherlands,NLD,2011,44591.0
Poland,POL,2011,21837.0
Russian Federation,RUS,2011,23130.0
Sweden,SWE,2011,42079.0
United States,USA,2011,49675.0
Australia,AUS,2012,46999.0
Austria,AUT,2012,41565.0
Belgium,BEL,2012,37906.0
Cada,CAN,2012,42445.0
Switzerland,CHE,2012,58674.0
Czechoslovakia,CSK,2012,25279.0
Czech Republic,CZE,2012,26474.0
Denmark,DNK,2012,43510.0
United Kingdom,GBR,2012,35185.0
Hungary,HUN,2012,20631.0
Italy,ITA,2012,34068.0
Japan,JPN,2012,35580.0
Netherlands,NLD,2012,43957.0
Poland,POL,2012,22188.0
Russian Federation,RUS,2012,23931.0
Sweden,SWE,2012,41650.0
United States,USA,2012,50394.0
Australia,AUS,2013,47250.0
Austria,AUT,2013,41375.0
Belgium,BEL,2013,37737.0
Cada,CAN,2013,42994.0
Switzerland,CHE,2013,59036.0
Czechoslovakia,CSK,2013,25329.0
Czech Republic,CZE,2013,26338.0
Denmark,DNK,2013,43733.0
United Kingdom,GBR,2013,35618.0
Hungary,HUN,2013,21126.0
Italy,ITA,2013,33094.0
Japan,JPN,2013,36354.0
Netherlands,NLD,2013,43744.0
Poland,POL,2013,22510.0
Russian Federation,RUS,2013,24224.0
Sweden,SWE,2013,41811.0
United States,USA,2013,50863.0
Australia,AUS,2014,47867.0
Austria,AUT,2014,41338.0
Belgium,BEL,2014,38228.0
Cada,CAN,2014,43607.0
Switzerland,CHE,2014,59485.0
Czechoslovakia,CSK,2014,25976.0
Czech Republic,CZE,2014,27024.0
Denmark,DNK,2014,44241.0
United Kingdom,GBR,2014,36436.0
Hungary,HUN,2014,22040.0
Italy,ITA,2014,32829.0
Japan,JPN,2014,36537.0
Netherlands,NLD,2014,44205.0
Poland,POL,2014,23266.0
Russian Federation,RUS,2014,24387.0
Sweden,SWE,2014,42476.0
United States,USA,2014,51664.0
Australia,AUS,2015,48357.0
Austria,AUT,2015,41294.0
Belgium,BEL,2015,38569.0
Cada,CAN,2015,43619.0
Switzerland,CHE,2015,59307.0
Czechoslovakia,CSK,2015,27041.0
Czech Republic,CZE,2015,28194.0
Denmark,DNK,2015,44635.0
United Kingdom,GBR,2015,36941.0
Hungary,HUN,2015,22788.0
Italy,ITA,2015,33118.0
Japan,JPN,2015,37031.0
Netherlands,NLD,2015,44869.0
Poland,POL,2015,24177.0
Russian Federation,RUS,2015,23691.0
Sweden,SWE,2015,43746.0
United States,USA,2015,52591.0
Australia,AUS,2016,48845.0
Austria,AUT,2016,41445.0
Belgium,BEL,2016,38766.0
Cada,CAN,2016,43745.0
Switzerland,CHE,2016,59662.0
Czechoslovakia,CSK,2016,27738.0
Czech Republic,CZE,2016,28823.0
Denmark,DNK,2016,44836.0
United Kingdom,GBR,2016,37334.0
Hungary,HUN,2016,23279.0
Italy,ITA,2016,33419.0
Japan,JPN,2016,37465.0
Netherlands,NLD,2016,45600.0
Poland,POL,2016,24838.0
Russian Federation,RUS,2016,23635.0
Sweden,SWE,2016,44659.0
United States,USA,2016,53015.0
Australia,AUS,2017,49266.0
Austria,AUT,2017,42177.0
Belgium,BEL,2017,39352.0
Cada,CAN,2017,44592.0
Switzerland,CHE,2017,60171.0
Czechoslovakia,CSK,2017,28773.0
Czech Republic,CZE,2017,29998.0
Denmark,DNK,2017,45456.0
United Kingdom,GBR,2017,37783.0
Hungary,HUN,2017,24350.0
Italy,ITA,2017,34027.0
Japan,JPN,2017,38415.0
Netherlands,NLD,2017,46651.0
Poland,POL,2017,26061.0
Russian Federation,RUS,2017,24043.0
Sweden,SWE,2017,45193.0
United States,USA,2017,54008.0
Australia,AUS,2018,49831.0
Austria,AUT,2018,42988.0
Belgium,BEL,2018,39756.0
Cada,CAN,2018,44869.0
Switzerland,CHE,2018,61373.0
Czechoslovakia,CSK,2018,29601.0
Czech Republic,CZE,2018,30749.0
Denmark,DNK,2018,46312.0
United Kingdom,GBR,2018,38058.0
Hungary,HUN,2018,25623.0
Italy,ITA,2018,34364.0
Japan,JPN,2018,38674.0
Netherlands,NLD,2018,47474.0
Poland,POL,2018,27455.0
Russian Federation,RUS,2018,24669.0
Sweden,SWE,2018,45542.0
United States,USA,2018,55335.0
