country_code,statisticalAreaCode,statisticalArea,year,share_service
GBR,UKN,Northern Ireland,1960,0.435
FRA,FR10,Île de France,1970,0.591
FRA,FR21,Champagne-Ardenne,1970,0.413
FRA,FR22,Picardie,1970,0.403
FRA,FR23,Haute-Normandie,1970,0.458
FRA,FR24,Centre,1970,0.417
FRA,FR25,Basse-Normandie,1970,0.39
FRA,FR26,Bourgogne,1970,0.427
FRA,FR30,Nord - Pas-de-Calais,1970,0.422
FRA,FR41,Lorraine,1970,0.339
FRA,FR42,Alsace,1970,0.461
FRA,FR43,Franche-Comté,1970,0.359
FRA,FR51,Pays de la Loire,1970,0.387
FRA,FR52,Bretagne,1970,0.405
FRA,FR53,Poitou-Charentes,1970,0.41
FRA,FR61,Aquitaine,1970,0.451
FRA,FR62,Midi-Pyrénées,1970,0.423
FRA,FR63,Limousin,1970,0.382
FRA,FR71,Rhône-Alpes,1970,0.424
FRA,FR72,Auvergne,1970,0.393
FRA,FR81,Languedoc-Roussillon,1970,0.491
FRA,FR82,Provence-Alpes-Côte d'Azur,1970,0.576
FRA,FR83,Corse,1970,0.506
DEU,DE11,"Stuttgart, Regierungsbezirk",1970,0.359
DEU,DE12,"Karlsruhe, Regierungsbezirk",1970,0.426
DEU,DE13,"Freiburg, Regierungsbezirk",1970,0.39
DEU,DE14,"Tübingen, Regierungsbezirk",1970,0.321
DEU,DE21,"Oberbayern, Regierungsbezirk",1970,0.482
DEU,DE22,"Niederbayern, Regierungsbezirk",1970,0.316
DEU,DE23,"Oberpfalz, Regierungsbezirk",1970,0.36
DEU,DE24,"Oberfranken, Regierungsbezirk",1970,0.318
DEU,DE25,"Mittelfranken, Regierungsbezirk",1970,0.377
DEU,DE26,"Unterfranken, Regierungsbezirk",1970,0.366
DEU,DE27,"Schwaben, Regierungsbezirk",1970,0.361
DEU,DE30,Berlin,1970,0.541
DEU,DE40,Brandenburg,1970,0.361
DEU,DE50,Bremen,1970,0.606
DEU,DE60,Hamburg,1970,0.629
DEU,DE71+DE72,Darmstadt and Giessen,1970,0.455
DEU,DE73,"Kassel, Regierungsbezirk",1970,0.426
DEU,DE80,Mecklenburg-Vorpommern,1970,0.417
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1970,0.45
DEU,DE93,Statistische Region Lüneburg,1970,0.429
DEU,DE94,Statistische Region Weser-Ems,1970,0.441
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1970,0.427
DEU,DEA2,"Köln, Regierungsbezirk",1970,0.485
DEU,DEA3,"Münster, Regierungsbezirk",1970,0.409
DEU,DEA4,"Detmold, Regierungsbezirk",1970,0.389
DEU,DEA5,"Arnsberg, Regierungsbezirk",1970,0.395
DEU,DEB1,Statistische Region Koblenz,1970,0.464
DEU,DEB2,Statistische Region Trier,1970,0.434
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1970,0.408
DEU,DEC0,Saarland,1970,0.46
DEU,DED2,"Dresden, NUTS 2-Region",1970,0.335
DEU,DED4,"Chemnitz, NUTS 2-Region",1970,0.292
DEU,DED5,"Leipzig, NUTS 2-Region",1970,0.353
DEU,DEE0,Sachsen-Anhalt,1970,0.341
DEU,DEF0,Schleswig-Holstein,1970,0.534
DEU,DEG0,Thüringen,1970,0.322
GBR,UKI,London Counties,1970,0.649
GBR,UKH+UKJ,Rest of SouthEast,1970,0.559
GBR,UKK,SouthWest,1970,0.566
GBR,UKG,West Midlands,1970,0.409
GBR,UKF,East  Midlands,1970,0.445
GBR,UKC+UKD,North,1970,0.488
GBR,UKE,Yorks  & Humberside,1970,0.457
GBR,UKL,Wales,1970,0.489
GBR,UKM,Scotland,1970,0.522
GBR,UKN,Northern Ireland,1970,0.482
FRA,FR10,Île de France,1980,0.671
FRA,FR21,Champagne-Ardenne,1980,0.492
FRA,FR22,Picardie,1980,0.484
FRA,FR23,Haute-Normandie,1980,0.523
FRA,FR24,Centre,1980,0.505
FRA,FR25,Basse-Normandie,1980,0.48
FRA,FR26,Bourgogne,1980,0.51
FRA,FR30,Nord - Pas-de-Calais,1980,0.515
FRA,FR41,Lorraine,1980,0.352
FRA,FR42,Alsace,1980,0.534
FRA,FR43,Franche-Comté,1980,0.451
FRA,FR51,Pays de la Loire,1980,0.482
FRA,FR52,Bretagne,1980,0.521
FRA,FR53,Poitou-Charentes,1980,0.506
FRA,FR61,Aquitaine,1980,0.551
FRA,FR62,Midi-Pyrénées,1980,0.536
FRA,FR63,Limousin,1980,0.49
FRA,FR71,Rhône-Alpes,1980,0.524
FRA,FR72,Auvergne,1980,0.482
FRA,FR81,Languedoc-Roussillon,1980,0.598
FRA,FR82,Provence-Alpes-Côte d'Azur,1980,0.661
FRA,FR83,Corse,1980,0.608
DEU,DE11,"Stuttgart, Regierungsbezirk",1980,0.452
DEU,DE12,"Karlsruhe, Regierungsbezirk",1980,0.509
DEU,DE13,"Freiburg, Regierungsbezirk",1980,0.472
DEU,DE14,"Tübingen, Regierungsbezirk",1980,0.445
DEU,DE21,"Oberbayern, Regierungsbezirk",1980,0.585
DEU,DE22,"Niederbayern, Regierungsbezirk",1980,0.43
DEU,DE23,"Oberpfalz, Regierungsbezirk",1980,0.477
DEU,DE24,"Oberfranken, Regierungsbezirk",1980,0.424
DEU,DE25,"Mittelfranken, Regierungsbezirk",1980,0.503
DEU,DE26,"Unterfranken, Regierungsbezirk",1980,0.48
DEU,DE27,"Schwaben, Regierungsbezirk",1980,0.478
DEU,DE30,Berlin,1980,0.649
DEU,DE40,Brandenburg,1980,0.378
DEU,DE50,Bremen,1980,0.663
DEU,DE60,Hamburg,1980,0.708
DEU,DE71+DE72,Darmstadt and Giessen,1980,0.576
DEU,DE73,"Kassel, Regierungsbezirk",1980,0.535
DEU,DE80,Mecklenburg-Vorpommern,1980,0.436
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1980,0.549
DEU,DE93,Statistische Region Lüneburg,1980,0.574
DEU,DE94,Statistische Region Weser-Ems,1980,0.532
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1980,0.541
DEU,DEA2,"Köln, Regierungsbezirk",1980,0.583
DEU,DEA3,"Münster, Regierungsbezirk",1980,0.511
DEU,DEA4,"Detmold, Regierungsbezirk",1980,0.48
DEU,DEA5,"Arnsberg, Regierungsbezirk",1980,0.485
DEU,DEB1,Statistische Region Koblenz,1980,0.559
DEU,DEB2,Statistische Region Trier,1980,0.541
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1980,0.507
DEU,DEC0,Saarland,1980,0.529
DEU,DED2,"Dresden, NUTS 2-Region",1980,0.35
DEU,DED4,"Chemnitz, NUTS 2-Region",1980,0.313
DEU,DED5,"Leipzig, NUTS 2-Region",1980,0.372
DEU,DEE0,Sachsen-Anhalt,1980,0.362
DEU,DEF0,Schleswig-Holstein,1980,0.626
DEU,DEG0,Thüringen,1980,0.338
GBR,UKI,London Counties,1980,0.677
GBR,UKH+UKJ,Rest of SouthEast,1980,0.576
GBR,UKK,SouthWest,1980,0.622
GBR,UKG,West Midlands,1980,0.51
GBR,UKF,East  Midlands,1980,0.561
GBR,UKC+UKD,North,1980,0.595
GBR,UKE,Yorks  & Humberside,1980,0.552
GBR,UKL,Wales,1980,0.581
GBR,UKM,Scotland,1980,0.601
GBR,UKN,Northern Ireland,1980,0.613
FRA,FR10,Île de France,1990,0.735
FRA,FR21,Champagne-Ardenne,1990,0.564
FRA,FR22,Picardie,1990,0.571
FRA,FR23,Haute-Normandie,1990,0.596
FRA,FR24,Centre,1990,0.58
FRA,FR25,Basse-Normandie,1990,0.573
FRA,FR26,Bourgogne,1990,0.592
FRA,FR30,Nord - Pas-de-Calais,1990,0.632
FRA,FR41,Lorraine,1990,0.366
FRA,FR42,Alsace,1990,0.603
FRA,FR43,Franche-Comté,1990,0.537
FRA,FR51,Pays de la Loire,1990,0.568
FRA,FR52,Bretagne,1990,0.612
FRA,FR53,Poitou-Charentes,1990,0.596
FRA,FR61,Aquitaine,1990,0.635
FRA,FR62,Midi-Pyrénées,1990,0.627
FRA,FR63,Limousin,1990,0.596
FRA,FR71,Rhône-Alpes,1990,0.607
FRA,FR72,Auvergne,1990,0.577
FRA,FR81,Languedoc-Roussillon,1990,0.692
FRA,FR82,Provence-Alpes-Côte d'Azur,1990,0.732
FRA,FR83,Corse,1990,0.729
DEU,DE11,"Stuttgart, Regierungsbezirk",1990,0.509
DEU,DE12,"Karlsruhe, Regierungsbezirk",1990,0.579
DEU,DE13,"Freiburg, Regierungsbezirk",1990,0.541
DEU,DE14,"Tübingen, Regierungsbezirk",1990,0.515
DEU,DE21,"Oberbayern, Regierungsbezirk",1990,0.643
DEU,DE22,"Niederbayern, Regierungsbezirk",1990,0.49
DEU,DE23,"Oberpfalz, Regierungsbezirk",1990,0.527
DEU,DE24,"Oberfranken, Regierungsbezirk",1990,0.488
DEU,DE25,"Mittelfranken, Regierungsbezirk",1990,0.568
DEU,DE26,"Unterfranken, Regierungsbezirk",1990,0.544
DEU,DE27,"Schwaben, Regierungsbezirk",1990,0.531
DEU,DE30,Berlin,1990,0.654
DEU,DE40,Brandenburg,1990,0.415
DEU,DE50,Bremen,1990,0.702
DEU,DE60,Hamburg,1990,0.764
DEU,DE71+DE72,Darmstadt and Giessen,1990,0.639
DEU,DE73,"Kassel, Regierungsbezirk",1990,0.592
DEU,DE80,Mecklenburg-Vorpommern,1990,0.473
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1990,0.615
DEU,DE93,Statistische Region Lüneburg,1990,0.647
DEU,DE94,Statistische Region Weser-Ems,1990,0.6
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1990,0.613
DEU,DEA2,"Köln, Regierungsbezirk",1990,0.647
DEU,DEA3,"Münster, Regierungsbezirk",1990,0.58
DEU,DEA4,"Detmold, Regierungsbezirk",1990,0.534
DEU,DEA5,"Arnsberg, Regierungsbezirk",1990,0.553
DEU,DEB1,Statistische Region Koblenz,1990,0.615
DEU,DEB2,Statistische Region Trier,1990,0.604
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1990,0.571
DEU,DEC0,Saarland,1990,0.598
DEU,DED2,"Dresden, NUTS 2-Region",1990,0.387
DEU,DED4,"Chemnitz, NUTS 2-Region",1990,0.354
DEU,DED5,"Leipzig, NUTS 2-Region",1990,0.415
DEU,DEE0,Sachsen-Anhalt,1990,0.398
DEU,DEF0,Schleswig-Holstein,1990,0.683
DEU,DEG0,Thüringen,1990,0.38
GBR,UKI,London Counties,1990,0.795
GBR,UKH+UKJ,Rest of SouthEast,1990,0.692
GBR,UKK,SouthWest,1990,0.684
GBR,UKG,West Midlands,1990,0.598
GBR,UKF,East  Midlands,1990,0.601
GBR,UKC+UKD,North,1990,0.652
GBR,UKE,Yorks  & Humberside,1990,0.641
GBR,UKL,Wales,1990,0.643
GBR,UKM,Scotland,1990,0.67
GBR,UKN,Northern Ireland,1990,0.69
FRA,FR10,Île de France,2000,0.826
FRA,FR21,Champagne-Ardenne,2000,0.653
FRA,FR22,Picardie,2000,0.668
FRA,FR23,Haute-Normandie,2000,0.682
FRA,FR24,Centre,2000,0.672
FRA,FR25,Basse-Normandie,2000,0.663
FRA,FR26,Bourgogne,2000,0.67
FRA,FR30,Nord - Pas-de-Calais,2000,0.719
FRA,FR41,Lorraine,2000,0.454
FRA,FR42,Alsace,2000,0.68
FRA,FR43,Franche-Comté,2000,0.635
FRA,FR51,Pays de la Loire,2000,0.655
FRA,FR52,Bretagne,2000,0.688
FRA,FR53,Poitou-Charentes,2000,0.683
FRA,FR61,Aquitaine,2000,0.716
FRA,FR62,Midi-Pyrénées,2000,0.715
FRA,FR63,Limousin,2000,0.683
FRA,FR71,Rhône-Alpes,2000,0.694
FRA,FR72,Auvergne,2000,0.658
FRA,FR81,Languedoc-Roussillon,2000,0.768
FRA,FR82,Provence-Alpes-Côte d'Azur,2000,0.8
FRA,FR83,Corse,2000,0.795
DEU,DE11,"Stuttgart, Regierungsbezirk",2000,0.619
DEU,DE12,"Karlsruhe, Regierungsbezirk",2000,0.67
DEU,DE13,"Freiburg, Regierungsbezirk",2000,0.625
DEU,DE14,"Tübingen, Regierungsbezirk",2000,0.608
DEU,DE21,"Oberbayern, Regierungsbezirk",2000,0.729
DEU,DE22,"Niederbayern, Regierungsbezirk",2000,0.581
DEU,DE23,"Oberpfalz, Regierungsbezirk",2000,0.608
DEU,DE24,"Oberfranken, Regierungsbezirk",2000,0.6
DEU,DE25,"Mittelfranken, Regierungsbezirk",2000,0.664
DEU,DE26,"Unterfranken, Regierungsbezirk",2000,0.633
DEU,DE27,"Schwaben, Regierungsbezirk",2000,0.614
DEU,DE30,Berlin,2000,0.822
DEU,DE40,Brandenburg,2000,0.693
DEU,DE50,Bremen,2000,0.759
DEU,DE60,Hamburg,2000,0.828
DEU,DE71+DE72,Darmstadt and Giessen,2000,0.745
DEU,DE73,"Kassel, Regierungsbezirk",2000,0.678
DEU,DE80,Mecklenburg-Vorpommern,2000,0.732
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2000,0.701
DEU,DE93,Statistische Region Lüneburg,2000,0.713
DEU,DE94,Statistische Region Weser-Ems,2000,0.68
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2000,0.728
DEU,DEA2,"Köln, Regierungsbezirk",2000,0.754
DEU,DEA3,"Münster, Regierungsbezirk",2000,0.691
DEU,DEA4,"Detmold, Regierungsbezirk",2000,0.642
DEU,DEA5,"Arnsberg, Regierungsbezirk",2000,0.656
DEU,DEB1,Statistische Region Koblenz,2000,0.687
DEU,DEB2,Statistische Region Trier,2000,0.672
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2000,0.672
DEU,DEC0,Saarland,2000,0.676
DEU,DED2,"Dresden, NUTS 2-Region",2000,0.683
DEU,DED4,"Chemnitz, NUTS 2-Region",2000,0.629
DEU,DED5,"Leipzig, NUTS 2-Region",2000,0.732
DEU,DEE0,Sachsen-Anhalt,2000,0.687
DEU,DEF0,Schleswig-Holstein,2000,0.747
DEU,DEG0,Thüringen,2000,0.657
GBR,UKI,London Counties,2000,0.858
GBR,UKH+UKJ,Rest of SouthEast,2000,0.765
GBR,UKK,SouthWest,2000,0.749
GBR,UKG,West Midlands,2000,0.692
GBR,UKF,East  Midlands,2000,0.702
GBR,UKC+UKD,North,2000,0.733
GBR,UKE,Yorks  & Humberside,2000,0.721
GBR,UKL,Wales,2000,0.744
GBR,UKM,Scotland,2000,0.748
GBR,UKN,Northern Ireland,2000,0.73
FRA,FR10,Île de France,2010,0.858
FRA,FR21,Champagne-Ardenne,2010,0.692
FRA,FR22,Picardie,2010,0.72
FRA,FR23,Haute-Normandie,2010,0.72
FRA,FR24,Centre,2010,0.717
FRA,FR25,Basse-Normandie,2010,0.7
FRA,FR26,Bourgogne,2010,0.713
FRA,FR30,Nord - Pas-de-Calais,2010,0.764
FRA,FR41,Lorraine,2010,0.709
FRA,FR42,Alsace,2010,0.721
FRA,FR43,Franche-Comté,2010,0.686
FRA,FR51,Pays de la Loire,2010,0.7
FRA,FR52,Bretagne,2010,0.726
FRA,FR53,Poitou-Charentes,2010,0.722
FRA,FR61,Aquitaine,2010,0.75
FRA,FR62,Midi-Pyrénées,2010,0.75
FRA,FR63,Limousin,2010,0.733
FRA,FR71,Rhône-Alpes,2010,0.736
FRA,FR72,Auvergne,2010,0.702
FRA,FR81,Languedoc-Roussillon,2010,0.793
FRA,FR82,Provence-Alpes-Côte d'Azur,2010,0.817
FRA,FR83,Corse,2010,0.801
DEU,DE11,"Stuttgart, Regierungsbezirk",2010,0.665
DEU,DE12,"Karlsruhe, Regierungsbezirk",2010,0.713
DEU,DE13,"Freiburg, Regierungsbezirk",2010,0.666
DEU,DE14,"Tübingen, Regierungsbezirk",2010,0.643
DEU,DE21,"Oberbayern, Regierungsbezirk",2010,0.767
DEU,DE22,"Niederbayern, Regierungsbezirk",2010,0.623
DEU,DE23,"Oberpfalz, Regierungsbezirk",2010,0.635
DEU,DE24,"Oberfranken, Regierungsbezirk",2010,0.657
DEU,DE25,"Mittelfranken, Regierungsbezirk",2010,0.706
DEU,DE26,"Unterfranken, Regierungsbezirk",2010,0.674
DEU,DE27,"Schwaben, Regierungsbezirk",2010,0.653
DEU,DE30,Berlin,2010,0.875
DEU,DE40,Brandenburg,2010,0.75
DEU,DE50,Bremen,2010,0.806
DEU,DE60,Hamburg,2010,0.867
DEU,DE71+DE72,Darmstadt and Giessen,2010,0.789
DEU,DE73,"Kassel, Regierungsbezirk",2010,0.713
DEU,DE80,Mecklenburg-Vorpommern,2010,0.78
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2010,0.75
DEU,DE93,Statistische Region Lüneburg,2010,0.75
DEU,DE94,Statistische Region Weser-Ems,2010,0.707
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2010,0.78
DEU,DEA2,"Köln, Regierungsbezirk",2010,0.804
DEU,DEA3,"Münster, Regierungsbezirk",2010,0.741
DEU,DEA4,"Detmold, Regierungsbezirk",2010,0.7
DEU,DEA5,"Arnsberg, Regierungsbezirk",2010,0.714
DEU,DEB1,Statistische Region Koblenz,2010,0.72
DEU,DEB2,Statistische Region Trier,2010,0.706
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2010,0.718
DEU,DEC0,Saarland,2010,0.716
DEU,DED2,"Dresden, NUTS 2-Region",2010,0.729
DEU,DED4,"Chemnitz, NUTS 2-Region",2010,0.668
DEU,DED5,"Leipzig, NUTS 2-Region",2010,0.785
DEU,DEE0,Sachsen-Anhalt,2010,0.724
DEU,DEF0,Schleswig-Holstein,2010,0.778
DEU,DEG0,Thüringen,2010,0.686
GBR,UKI,London Counties,2010,0.891
GBR,UKH+UKJ,Rest of SouthEast,2010,0.814
GBR,UKK,SouthWest,2010,0.793
GBR,UKG,West Midlands,2010,0.77
GBR,UKF,East  Midlands,2010,0.759
GBR,UKC+UKD,North,2010,0.793
GBR,UKE,Yorks  & Humberside,2010,0.778
GBR,UKL,Wales,2010,0.774
GBR,UKM,Scotland,2010,0.772
GBR,UKN,Northern Ireland,2010,0.78
FRA,FR10,Île de France,2015,0.878
FRA,FR21,Champagne-Ardenne,2015,0.697
FRA,FR22,Picardie,2015,0.745
FRA,FR23,Haute-Normandie,2015,0.749
FRA,FR24,Centre,2015,0.748
FRA,FR25,Basse-Normandie,2015,0.732
FRA,FR26,Bourgogne,2015,0.752
FRA,FR30,Nord - Pas-de-Calais,2015,0.796
FRA,FR41,Lorraine,2015,0.758
FRA,FR42,Alsace,2015,0.76
FRA,FR43,Franche-Comté,2015,0.734
FRA,FR51,Pays de la Loire,2015,0.718
FRA,FR52,Bretagne,2015,0.753
FRA,FR53,Poitou-Charentes,2015,0.752
FRA,FR61,Aquitaine,2015,0.755
FRA,FR62,Midi-Pyrénées,2015,0.776
FRA,FR63,Limousin,2015,0.779
FRA,FR71,Rhône-Alpes,2015,0.767
FRA,FR72,Auvergne,2015,0.741
FRA,FR81,Languedoc-Roussillon,2015,0.812
FRA,FR82,Provence-Alpes-Côte d'Azur,2015,0.839
FRA,FR83,Corse,2015,0.795
DEU,DE11,"Stuttgart, Regierungsbezirk",2015,0.663
DEU,DE12,"Karlsruhe, Regierungsbezirk",2015,0.721
DEU,DE13,"Freiburg, Regierungsbezirk",2015,0.674
DEU,DE14,"Tübingen, Regierungsbezirk",2015,0.645
DEU,DE21,"Oberbayern, Regierungsbezirk",2015,0.766
DEU,DE22,"Niederbayern, Regierungsbezirk",2015,0.632
DEU,DE23,"Oberpfalz, Regierungsbezirk",2015,0.635
DEU,DE24,"Oberfranken, Regierungsbezirk",2015,0.662
DEU,DE25,"Mittelfranken, Regierungsbezirk",2015,0.71
DEU,DE26,"Unterfranken, Regierungsbezirk",2015,0.68
DEU,DE27,"Schwaben, Regierungsbezirk",2015,0.659
DEU,DE30,Berlin,2015,0.88
DEU,DE40,Brandenburg,2015,0.751
DEU,DE50,Bremen,2015,0.805
DEU,DE60,Hamburg,2015,0.87
DEU,DE71+DE72,Darmstadt and Giessen,2015,0.83
DEU,DE73,"Kassel, Regierungsbezirk",2015,0.713
DEU,DE80,Mecklenburg-Vorpommern,2015,0.784
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2015,0.741
DEU,DE93,Statistische Region Lüneburg,2015,0.753
DEU,DE94,Statistische Region Weser-Ems,2015,0.712
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2015,0.783
DEU,DEA2,"Köln, Regierungsbezirk",2015,0.808
DEU,DEA3,"Münster, Regierungsbezirk",2015,0.745
DEU,DEA4,"Detmold, Regierungsbezirk",2015,0.703
DEU,DEA5,"Arnsberg, Regierungsbezirk",2015,0.719
DEU,DEB1,Statistische Region Koblenz,2015,0.718
DEU,DEB2,Statistische Region Trier,2015,0.707
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2015,0.725
DEU,DEC0,Saarland,2015,0.719
DEU,DED2,"Dresden, NUTS 2-Region",2015,0.73
DEU,DED4,"Chemnitz, NUTS 2-Region",2015,0.667
DEU,DED5,"Leipzig, NUTS 2-Region",2015,0.797
DEU,DEE0,Sachsen-Anhalt,2015,0.727
DEU,DEF0,Schleswig-Holstein,2015,0.776
DEU,DEG0,Thüringen,2015,0.685
GBR,UKI,London Counties,2015,0.9
GBR,UKH+UKJ,Rest of SouthEast,2015,0.83
GBR,UKK,SouthWest,2015,0.805
GBR,UKG,West Midlands,2015,0.801
GBR,UKF,East  Midlands,2015,0.801
GBR,UKC+UKD,North,2015,0.831
GBR,UKE,Yorks  & Humberside,2015,0.807
GBR,UKL,Wales,2015,0.788
GBR,UKM,Scotland,2015,0.807
GBR,UKN,Northern Ireland,2015,0.769
